ID;Distrito;Cidade/confirmada/UPA - SÓ TEM SP, NAO PODERÍAMOS TIRAR?;Relacao com UPA;Reside/UPA;Area/total hectares;Soma/area/total/propriedades/HA;Area/cultivada/inform/HA;Area/pastagem/HA;Area/veget/inform/HA;Comercializ/folhosas/hortalicas;Comercializ/raizes;Comercializ/frutas;Comercializ/legumes/graos;Comercializ/ornamentais;Comercializ/ervas/medicinais;Comercializ/mudas;Comercializ/outros;Culturas comercializadas;Especies/animais/produzidas;Comercializ/bovinos/corte;Comercializ/bovinos/leite;Comercializ/galinhas/frangos;Comercializ/patos;Comercializ/suinos;Comercializ/caprinos/corte/leite;Comercializ/cavalos;Comercializ/ovos;Comercializ/abelhas/mel;Comercializ/peixes;Comercializ/outras/especies/criadas;Comercializ/cliente/final;Comercializ/interm;Comercializ/quitandas/minimercados;Comercializ/restaur;Comercializ/supermerc;Comercializ/feiras;Comercializ/com/entrega;Comercializ/eventos;Comercializ/CEAGESP;Comercializ/entidades/sociais;Comercializ/poder/publico;Frequencia comercializacao via propriedade;Frequencia comercializacao via intermediario;Frequencia comercializacao via quitandas minimercados;Frequencia comercializacao via restaurantes;Frequencia comercializacao via supermercados;Frequencia comercializacao via feiras livres;Frequencia comercializacao via entrega;Frequencia comercializacao via eventos;Frequencia comercializacao via CEAGESP;Frequencia comercializacao via entidades sociais;Frequencia comercializacao via poder publico;Comercializ/regiao;Comercializ/outras/regioes/cid;Comercializ/outra/cid/15km;Comercializ/outra/cid;Transp/prop/distrib/prod;Embal/distrib/prod;Controle de pragas;Sexo;Faixa/etaria;Grau/instru;Renda/familiar/mensal;Faixa Renda média;Internet/freq;Possui/celular;Dificuldades/prod/classificacao1 - DIFICULDADES NO DIA A DIA PARA A PRODUÇÃO;Melhor/condicoes/trab/rendimento/classificacão1 - O QUE PRECISA PARA MELHORAR SUAS CONDIÇÕES DE TRABALHO
273;Parelheiros;Sao Paulo;Proprietario;Sim;2,2;Nao se aplica;0,2;0,05;0,01;Nao;Nao;Nao;Nao;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao comercializa;Galinha, ovos, gansos;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao;Nao;Nao;Nao realiza;Feminino;60 anos ou mais;Ensino Medio Completo;1497;Nao se aplica;Nao sabe/Nao respondeu;Nao;Falta de tempo, falta de coragem/ vontade;Recursos e financiamento a juros baixos, facilitado, credito mais facil, mais investimentos publicos e mais subsidios (menos burocracia, menos impostos)
274;Parelheiros;Sao Paulo;Comodatario;Sim;1;Nao se aplica;0,2;Nao tem;Nao tem;Sim;Sim;Sim;Sim;Nao se aplica;Sim;Nao;Nao se aplica;Folhosas, hortalicas, raizes, frutas, legumes e graos, ervas medicinais;Galinha, ovos;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Sim;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao se aplica;Toda semana ou quase toda semana;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Nao;Sim;Nao;Nao;Nao;Nao realiza;Feminino;60 anos ou mais;Ensino Superior Completo ou mais;2495;Nao se aplica;Todos os dias ou quase todos os dias;Sim;Falta de mao de obra;Recursos e financiamento a juros baixos, facilitado, credito mais facil, mais investimentos publicos e mais subsidios (menos burocracia, menos impostos)
275;Parelheiros;Sao Paulo;Posseiro;Sim;5;Nao se aplica;1,2;Nao tem;Nao tem;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao se aplica;Nao;Nao se aplica;Ornamentais ;Sem producao animal;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Sim;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao se aplica;Mais ou menos uma vez a cada tres meses;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Nao;Sim;Nao;Nao;Nao;Agroquimicos;Feminino;45 a 59 anos;Fundamental I Completo;Nao sabe/Nao respondeu;Nao se aplica;Pelo menos uma vez por semana;Nao;Faltam recursos financeiros;Recursos e financiamento a juros baixos, facilitado, credito mais facil, mais investimentos publicos e mais subsidios (menos burocracia, menos impostos)
276;Marsilac;Sao Paulo;Funcionario;Nao;1,7;Nao se aplica;0,17;Nao tem;Nao respondeu;Sim;Sim;Sim;Sim;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Folhosas, hortalicas, raizes, frutas, legumes e graos;Galinha, patos, ovos;Nao se aplica;Nao se aplica;Nao;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Sim;Sim;Uma vez a cada 6 meses;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Toda semana ou quase toda semana;Toda semana ou quase toda semana;Sim;Nao;Nao;Nao;Nao;Sim;Naturais/organicos;Feminino;45 a 59 anos;Ate Fundamental I Incompleto;2495;Nao se aplica;Nao sabe/Nao respondeu;Sim;Aquisicao de adubo, mudas e sementes, maquinario agricola, equipamentos de irrigacao;Mais maquinarios agricolas, caminhao e trator
277;Grajau;Sao Paulo;Proprietario;Sim;Nao sabe;Nao se aplica;Nao respondeu;Nao tem;Nao tem;Nao;Nao se aplica;Nao;Nao se aplica;Nao;Nao;Nao se aplica;Nao se aplica;Nao comercializa;Sem producao animal;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao;Nao;Nao;Nao realiza;Feminino;45 a 59 anos;Fundamental II Incompleto;2495;Nao sabe/Nao respondeu;Todos os dias ou quase todos os dias;Sim;Nao possui dificuldades/ Nao sabe/Nao respondeu;Nao sabe/Nao respondeu/ Nao possui demandas
278;Parelheiros;Sao Paulo;Funcionario;Sim;Nao sabe;Nao se aplica;Nao respondeu;Nao tem;Nao tem;Nao;Nao se aplica;Nao;Nao;Nao;Nao;Nao se aplica;Nao se aplica;Nao comercializa;Sem producao animal;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao;Nao;Nao;Nao realiza;Feminino;60 anos ou mais;Fundamental I Completo;998;Nao se aplica;Nao se aplica;Nao;Agua (falta ou excesso)/ Questoes climaticas;Insumos: adubo, calcario, mudas, sementes e ferramentas. Facilidade na compra e doacao por parte da prefeitura
279;Marsilac;Sao Paulo;Proprietario;Sim;0,002;Nao se aplica;0,002;Nao tem;Nao tem;Nao se aplica;Nao se aplica;Nao;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao comercializa;Sem producao animal;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao;Nao;Nao;Agroquimicos;Feminino;60 anos ou mais;Ate Fundamental I Incompleto;998;Nao se aplica;Nao sabe/Nao respondeu;Sim;Falta de mao de obra;Recursos e financiamento a juros baixos, facilitado, credito mais facil, mais investimentos publicos e mais subsidios (menos burocracia, menos impostos)
280;Parelheiros;Sao Paulo;Proprietario;Sim;Nao sabe;Nao se aplica;Nao respondeu;Nao tem;Nao tem;Nao se aplica;Nao;Nao;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao comercializa;Galinha, ovos;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao;Nao;Nao;Nao realiza;Feminino;60 anos ou mais;Ate Fundamental I Incompleto;Nao sabe/Nao respondeu;Nao se aplica;Nao sabe/Nao respondeu;Nao;Nao possui dificuldades/ Nao sabe/Nao respondeu;Nao sabe/Nao respondeu/ Nao possui demandas
281;Grajau;Sao Paulo;Proprietario;Sim;Nao sabe;Nao se aplica;Nao respondeu;Nao tem;Nao respondeu;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao se aplica;Nao comercializa;Codornas;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao;Nao;Nao;Naturais/organicos;Feminino;25 a 34 anos;Ensino Superior Incompleto;1497;Nao se aplica;Todos os dias ou quase todos os dias;Sim;Falta de tempo, falta de coragem/ vontade;Recursos e financiamento a juros baixos, facilitado, credito mais facil, mais investimentos publicos e mais subsidios (menos burocracia, menos impostos)
282;Marsilac;Sao Paulo;Proprietario;Sim;2;Nao se aplica;0,8;Nao tem;Nao tem;Nao se aplica;Nao se aplica;Sim;Nao se aplica;Nao;Nao;Sim;Nao se aplica;Frutas;Sem producao animal;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Sim;Nao;Nao;Nao;Sim;Sim;Sim;Nao;Nao;Nao;Pelo menos uma vez por mes;Mais ou menos uma vez a cada tres meses;Nao se aplica;Nao se aplica;Nao se aplica;Toda semana ou quase toda semana;Mais ou menos uma vez a cada tres meses;Toda semana ou quase toda semana;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Nao;Sim;Sim;Sim;Nao;Nao realiza;Feminino;45 a 59 anos;Ensino Medio Incompleto;2495;Nao se aplica;Todos os dias ou quase todos os dias;Sim;Problemas com infraestrutura, logistica de escoamento da producao;Mais maquinarios agricolas, caminhao e trator
283;Grajau;Sao Paulo;Proprietario;Sim;0,015;Nao se aplica;0,015;Nao tem;Nao tem;Nao;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao;Nao comercializa;Sem producao animal;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao;Nao;Nao;Naturais/organicos;Feminino;60 anos ou mais;Ate Fundamental I Incompleto;3996,5;Nao se aplica;Nao sabe/Nao respondeu;Sim;Falta de conhecimento tecnico;"Assistencia Tecnica Rural, ajuda da prefeitura nas etapas de producao. Equipamentos da prefeitura para uso coletivo;  cessao de equipamentos"
284;Marsilac;Sao Paulo;Proprietario;Sim;0,4;0,4;0,39;Nao tem;Nao tem;Sim;Sim;Nao;Sim;Nao se aplica;Sim;Nao;Nao se aplica;Folhosas, hortalicas, raizes, legumes e graos, ervas medicinais;Galinha, ovos;Nao se aplica;Nao se aplica;Sim;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Sim;Sim;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Toda semana ou quase toda semana;Toda semana ou quase toda semana;Sim;Nao;Sim;Nao;Nao;Sim;Nao realiza;Feminino;60 anos ou mais;Ensino Medio Completo;1497;Nao se aplica;Nao sabe/Nao respondeu;Sim;Falta de Assistencia Tecnica;Mao de obra, mais produtividades
285;Grajau;Sao Paulo;Proprietario;Nao;60;Nao se aplica;2;Nao tem;Nao respondeu;Nao se aplica;Sim;Sim;Sim;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Raizes, frutas, legumes e graos;Galinha, patos, suinos, ovos, peixes;Nao se aplica;Nao se aplica;Nao;Nao;Nao;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao;Nao se aplica;Sim;Nao;Nao;Sim;Nao;Nao;Nao;Sim;Nao;Nao;Nao;Toda semana ou quase toda semana;Nao se aplica;Nao se aplica;Toda semana ou quase toda semana;Nao se aplica;Nao se aplica;Nao se aplica;Menos de duas vezes por ano;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Nao;Sim;Nao;Sim;Nao;Naturais/organicos;Feminino;60 anos ou mais;Ensino Superior Completo ou mais;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Todos os dias ou quase todos os dias;Sim;Falta de mao de obra;Cursos e capacitacoes, escola de agricultura
286;Grajau;Sao Paulo;Proprietario;Sim;0,1;Nao se aplica;Nao respondeu;Nao tem;Nao tem;Nao;Nao se aplica;Nao;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao comercializa;Galinha, patos, ovos;Nao se aplica;Nao se aplica;Sim;Sim;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Menos de duas vezes por ano;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Nao;Nao;Nao;Nao;Nao realiza;Feminino;60 anos ou mais;Fundamental I Completo;998;998;Nao sabe/Nao respondeu;Sim;Aquisicao de adubo, mudas e sementes, maquinario agricola, equipamentos de irrigacao;Insumos: adubo, calcario, mudas, sementes e ferramentas. Facilidade na compra e doacao por parte da prefeitura
287;Grajau;Sao Paulo;Proprietario;Sim;0,072;Nao se aplica;0,006;Nao tem;Nao tem;Nao;Nao;Nao;Nao;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao comercializa;Galinha, patos, ovos;Nao se aplica;Nao se aplica;Nao;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao;Nao;Nao;Nao realiza;Feminino;45 a 59 anos;Fundamental II Incompleto;998;Nao se aplica;Todos os dias ou quase todos os dias;Sim;Aquisicao de adubo, mudas e sementes, maquinario agricola, equipamentos de irrigacao;Insumos: adubo, calcario, mudas, sementes e ferramentas. Facilidade na compra e doacao por parte da prefeitura
288;Grajau;Sao Paulo;Funcionario;Sim;0,12;Nao se aplica;Nao respondeu;Nao tem;Nao tem;Nao se aplica;Nao se aplica;Nao;Nao;Nao;Nao;Nao;Nao se aplica;Nao comercializa;Sem producao animal;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao;Nao;Nao;Nao realiza;Feminino;45 a 59 anos;Fundamental I Completo;1497;Nao se aplica;Todos os dias ou quase todos os dias;Sim;Aquisicao de adubo, mudas e sementes, maquinario agricola, equipamentos de irrigacao;Insumos: adubo, calcario, mudas, sementes e ferramentas. Facilidade na compra e doacao por parte da prefeitura
289;Grajau;Sao Paulo;Proprietario;Sim;0,02;Nao se aplica;0,02;Nao tem;Nao tem;Nao se aplica;Nao;Nao;Nao;Nao se aplica;Nao;Nao;Nao se aplica;Nao comercializa;Sem producao animal;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao;Nao;Nao;Nao realiza;Feminino;60 anos ou mais;Fundamental I Completo;1497;Nao se aplica;Todos os dias ou quase todos os dias;Sim;Nao possui dificuldades/ Nao sabe/Nao respondeu;Mao de obra, mais produtividades
290;Grajau;Sao Paulo;Proprietario;Sim;1;Nao se aplica;0,016;Nao tem;Nao tem;Nao;Nao;Nao;Nao se aplica;Nao se aplica;Nao;Nao;Nao se aplica;Nao comercializa;Sem producao animal;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao;Nao;Nao;Nao realiza;Feminino;45 a 59 anos;Ensino Medio Incompleto;1497;Nao se aplica;Todos os dias ou quase todos os dias;Sim;Nao possui dificuldades/ Nao sabe/Nao respondeu;Insumos: adubo, calcario, mudas, sementes e ferramentas. Facilidade na compra e doacao por parte da prefeitura
291;Grajau;Sao Paulo;Proprietario;Sim;0,19;Nao se aplica;0,04;Nao tem;Nao tem;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao comercializa;Sem producao animal;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao;Nao;Nao;Nao realiza;Feminino;60 anos ou mais;Ate Fundamental I Incompleto;998;Nao se aplica;Todos os dias ou quase todos os dias;Sim;Falta de tempo, falta de coragem/ vontade;Insumos: adubo, calcario, mudas, sementes e ferramentas. Facilidade na compra e doacao por parte da prefeitura
292;Parelheiros;Sao Paulo;Arrendatario;Nao;2;Nao se aplica;1;1;Nao tem;Sim;Sim;Nao se aplica;Sim;Nao se aplica;Sim;Nao se aplica;Sim;Folhosas, hortalicas, raizes, legumes e graos, ervas medicinais, shimeji;Galinha, patos, cavalos, ovos, peixes;Nao se aplica;Nao se aplica;Nao;Nao;Nao se aplica;Nao se aplica;Nao;Sim;Nao se aplica;Nao;Nao se aplica;Sim;Nao;Nao;Sim;Nao;Nao;Sim;Sim;Nao;Nao;Nao;Mais ou menos uma vez a cada tres meses;Nao se aplica;Nao se aplica;Toda semana ou quase toda semana;Nao se aplica;Nao se aplica;Toda semana ou quase toda semana;Menos de duas vezes por ano;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Sim;Sim;Nao;Sim;Nao;Naturais/organicos;Feminino;25 a 34 anos;Ensino Superior Completo ou mais;Nao sabe/Nao respondeu;Nao se aplica;Todos os dias ou quase todos os dias;Nao;Problemas com infraestrutura, logistica de escoamento da producao;Recursos e financiamento a juros baixos, facilitado, credito mais facil, mais investimentos publicos e mais subsidios (menos burocracia, menos impostos)
293;Grajau;Sao Paulo;Proprietario;Sim;Nao sabe;Nao se aplica;Nao respondeu;Nao tem;Nao tem;Sim;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Folhosas, hortalicas;Sem producao animal;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Uma vez a cada 6 meses;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Nao;Nao;Nao;Nao;Nao realiza;Feminino;60 anos ou mais;Fundamental I Completo;1497;Nao se aplica;Nao sabe/Nao respondeu;Sim;Nao possui dificuldades/ Nao sabe/Nao respondeu;Insumos: adubo, calcario, mudas, sementes e ferramentas. Facilidade na compra e doacao por parte da prefeitura
294;Grajau;Sao Paulo;Proprietario;Sim;Nao sabe;Nao se aplica;Nao tem;Nao tem;Nao tem;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao comercializa;Galinha, patos, ovos;Nao se aplica;Nao se aplica;Sim;Sim;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Sim;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Toda semana ou quase toda semana;Toda semana ou quase toda semana;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Nao;Nao;Nao;Nao;Nao realiza;Feminino;45 a 59 anos;Fundamental II Incompleto;3996,5;Nao sabe/Nao respondeu;Todos os dias ou quase todos os dias;Sim;Falta de tempo, falta de coragem/ vontade;Maior e melhor rendimento das atividades na propriedade
